Var1 Freq
1 103.873242796951 1
2 105.835248621008 1
3 107.431511537402 1
4 108.168066877502 1
5 108.67229111548 1
6 109.002071232573 1
7 109.351167494158 1
8 109.425899436639 1
9 109.671286205449 1
10 110.627238506241 1
11 110.717756704338 1
12 110.964077056631 1
13 111.018036735735 1
14 111.053433851149 1
15 111.252601497362 1
16 111.764357327519 1
17 111.811448600967 1
18 111.877808887744 1
19 111.919236418571 1
20 112.167199278589 1
21 112.300243844641 1
22 112.384625945915 1
23 112.500878652906 1
24 112.631417208903 1
25 112.655791758672 1
26 112.743673223702 1
27 112.937561702239 1
28 113.3437611006 1
29 113.390119887211 1
30 113.489796113743 1
31 113.656702127003 1
32 113.666833054821 1
33 113.748176278941 1
34 113.763729977589 1
35 113.832756278505 1
36 113.880897440662 1
37 114.00359837323 1
38 114.150119704218 1
39 114.223554507999 1
40 114.258951623413 1
41 114.360792116211 1
42 114.375862818778 1
43 114.442223105556 1
44 114.512655572967 1
45 114.581960774452 1
46 114.604430943816 1
47 114.728776237707 1
48 114.756709097391 1
49 114.800114641072 1
50 114.864658062452 1
51 114.997859453607 1
52 115.124754190835 1
53 115.195831426715 1
54 115.303124011407 1
55 115.308087441513 1
56 115.341333753273 1
57 115.377540906014 1
58 115.4518019378 1
59 115.54776668224 1
60 115.590143718179 1
61 115.653007098845 1
62 115.657410348167 1
63 115.670467614807 1
64 115.782567521541 1
65 115.826313394131 1
66 115.836454212143 1
67 115.861309530936 1
68 115.886638052722 1
69 115.971810610878 1
70 115.986533848281 1
71 116.058294380733 1
72 116.146865171358 1
73 116.160474322349 1
74 116.231247272632 1
75 116.237120884235 1
76 116.248830016029 1
77 116.267974150805 1
78 116.381429932985 1
79 116.395645479285 1
80 116.397170496316 1
81 116.403306593139 1
82 116.555614903917 1
83 116.621281801653 1
84 116.621975190695 1
85 116.654924159759 1
86 116.664728695184 1
87 116.695313886007 1
88 116.714533922029 1
89 116.730480985334 1
90 116.744130116194 1
91 116.78796872581 1
92 116.823365841224 1
93 116.829973791145 1
94 116.893185763142 1
95 116.916189436701 1
96 116.925206334023 1
97 116.952674723713 1
98 116.953694051205 1
99 116.957833977543 1
100 116.976514095291 1
101 116.988603534076 1
102 117.00820299485 1
103 117.025177040958 1
104 117.108520503037 1
105 117.172630858482 1
106 117.192902604311 1
107 117.250350364918 1
108 117.319876340423 1
109 117.324279589744 1
110 117.325490505134 1
111 117.375583511854 1
112 117.41080224266 1
113 117.41413277285 1
114 117.487839526653 1
115 117.492655491506 1
116 117.50332345372 1
117 117.513454381538 1
118 117.531037124935 1
119 117.546955069207 1
120 117.611720652549 1
121 117.640765008814 1
122 117.67785258819 1
123 117.689168408647 1
124 117.697591411963 1
125 117.72516362231 1
126 117.769895803319 1
127 117.80994871608 1
128 117.903990125812 1
129 117.919849833715 1
130 117.94693580409 1
131 117.981940390811 1
132 117.987871011833 1
133 118.01268809424 1
134 118.039007498057 1
135 118.042550766283 1
136 118.083784985707 1
137 118.084385798603 1
138 118.154557935991 1
139 118.16628593342 1
140 118.17599944933 1
141 118.222484145495 1
142 118.240041086449 1
143 118.242390724912 1
144 118.251454858758 1
145 118.282778646881 1
146 118.288844432272 1
147 118.290410103756 1
148 118.346981739352 1
149 118.370669307184 1
150 118.391766251138 1
151 118.425723748747 1
152 118.447726235944 1
153 118.451052270533 1
154 118.472589536222 1
155 118.475109713217 1
156 118.527803838094 1
157 118.536224828689 1
158 118.539220068662 1
159 118.576922581455 1
160 118.586655765563 1
161 118.602083449328 1
162 118.60648669865 1
163 118.620913167504 1
164 118.657319710064 1
165 118.72488854016 1
166 118.738620747796 1
167 118.753284454504 1
168 118.76772863076 1
169 118.785530562626 1
170 118.83085083954 1
171 118.875985387071 1
172 118.894286007168 1
173 118.963935114095 1
174 118.992359746711 1
175 119.000380454137 1
176 119.003117926364 1
177 119.007370731216 1
178 119.036811846659 1
179 119.042452753431 1
180 119.072336031451 1
181 119.075875836037 1
182 119.077671484237 1
183 119.081002014427 1
184 119.09938552032 1
185 119.10256413681 1
186 119.104958419162 1
187 119.15470876823 1
188 119.186197234718 1
189 119.197515376342 1
190 119.237771383722 1
191 119.259728103818 1
192 119.2658754919 1
193 119.278589894126 1
194 119.287839522241 1
195 119.329917129019 1
196 119.330120691939 1
197 119.361779980811 1
198 119.380286146325 1
199 119.394388008956 1
200 119.412707602212 1
201 119.416802372045 1
202 119.430073687101 1
203 119.454347788293 1
204 119.493900517161 1
205 119.5046912544 1
206 119.517088941524 1
207 119.518108269016 1
208 119.571051541178 1
209 119.592648181684 1
210 119.601163251549 1
211 119.609203590456 1
212 119.648809632388 1
213 119.672407576645 1
214 119.674316381424 1
215 119.686543871839 1
216 119.691959491898 1
217 119.69636274122 1
218 119.733259379438 1
219 119.751255040181 1
220 119.762638325675 1
221 119.790848892577 1
222 119.820517093953 1
223 119.833155174998 1
224 119.860441932023 1
225 119.868920493786 1
226 119.870246467448 1
227 119.875406605195 1
228 119.907270852519 1
229 119.935998757598 1
230 119.98970080122 1
231 119.994216090777 1
232 120.007095649065 1
233 120.020827856702 1
234 120.029971785087 1
235 120.037538548761 1
236 120.095451342746 1
237 120.097246773786 1
238 120.099310112688 1
239 120.111369287018 1
240 120.114595477522 1
241 120.121569706356 1
242 120.124506145775 1
243 120.130503222987 1
244 120.156063549085 1
245 120.163351749807 1
246 120.178421070028 1
247 120.19412130634 1
248 120.207676009734 1
249 120.20974317741 1
250 120.213720767114 1
251 120.242266806002 1
252 120.243791823033 1
253 120.262005629774 1
254 120.263537070847 1
255 120.274566855617 1
256 120.276073277287 1
257 120.27849633625 1
258 120.324659862337 1
259 120.352947515377 1
260 120.356043340636 1
261 120.359878593143 1
262 120.363209123333 1
263 120.374362933891 1
264 120.422933259791 1
265 120.436915877136 1
266 120.478744273204 1
267 120.481512279361 1
268 120.502583644782 1
269 120.511350021901 1
270 120.525394112687 1
271 120.526733824492 1
272 120.529797362008 1
273 120.560797003032 1
274 120.561155248746 1
275 120.577102312051 1
276 120.59456729697 1
277 120.605475833886 1
278 120.608334186308 1
279 120.611571249039 1
280 120.648199203518 1
281 120.660927583748 1
282 120.669987167941 1
283 120.676595117862 1
284 120.694914711118 1
285 120.708841225984 1
286 120.715976913829 1
287 120.740413667141 1
288 120.755149649564 1
289 120.759025066563 1
290 120.764192423993 1
291 120.766254761898 1
292 120.771827660739 1
293 120.776419914409 1
294 120.79929605043 1
295 120.80445530426 1
296 120.806804942723 1
297 120.833876037937 1
298 120.854824321567 1
299 120.864384617919 1
300 120.869154814154 1
301 120.87485529059 1
302 120.885407518666 1
303 120.90063190749 1
304 120.930681394574 1
305 120.931016741294 1
306 120.933036539643 1
307 120.968750980745 1
308 121.024232865463 1
309 121.028649222388 1
310 121.03286133619 1
311 121.033462149086 1
312 121.055737472211 1
313 121.057106674425 1
314 121.083671613622 1
315 121.089985155613 1
316 121.096942928679 1
317 121.109507898076 1
318 121.110703899271 1
319 121.115362283903 1
320 121.151011748157 1
321 121.151069983374 1
322 121.160769758738 1
323 121.16649766714 1
324 121.170900916461 1
325 121.203922137681 1
326 121.221733927876 1
327 121.244525270321 1
328 121.253296510703 1
329 121.255627921177 1
330 121.273712680725 1
331 121.276072832034 1
332 121.317338147822 1
333 121.317698672315 1
334 121.319745657666 1
335 121.339276818223 1
336 121.349944780437 1
337 121.364442898186 1
338 121.367707165129 1
339 121.377658451651 1
340 121.380910644311 1
341 121.396802586427 1
342 121.414535904907 1
343 121.428001917759 1
344 121.439480188958 1
345 121.440399604883 1
346 121.445919383205 1
347 121.449754635712 1
